#VOG	FreqVir	FreqHost	Viral Quotient
VOG4949	0.0067204301	0	1
VOG4950	0.0131048387	0	1
VOG4951	0.0053763441	0	1
VOG4952	0.0033602151	0	1
VOG4953	0.0040322581	0	1
VOG4954	0.0050403226	0	1
VOG4955	0.0073924731	0.0010022049	0.8806142589
VOG4956	0.0036962366	0.0032070555	0.5354309966
VOG4957	0.0053763441	0	1
VOG4958	0.0043682796	0	1
VOG4959	0.0040322581	0.0004008819	0.9095715588
VOG4960	0.0040322581	0	1
VOG4961	0.0040322581	0	1
VOG4962	0.0040322581	0	1
VOG4963	0.0097446237	0	1
VOG4964	0.0033602151	0.0074163159	0.3118086024
VOG4965	0.0080645161	0	1
VOG4966	0.0030241935	0.0054119062	0.3584824316
VOG4967	0.002688172	0.000200441	0.9306099608
VOG4968	0.0033602151	0	1
VOG4969	0.002688172	0	1
VOG4970	0.0033602151	0	1
VOG4971	0.002688172	0	1
VOG4972	0.0043682796	0.0010022049	0.8133865081
VOG4973	0.0036962366	0	1
VOG4974	0.0040322581	0	1
VOG4975	0.0040322581	0	1
VOG4976	0.0040322581	0	1
VOG4977	0.0043682796	0	1
VOG4978	0.0067204301	0	1
VOG4979	0.0201612903	0	1
VOG4980	0.002016129	0.000200441	0.9095715588
VOG4981	0.0090725806	0.0008017639	0.9188033314
VOG4982	0.0030241935	0	1
VOG4983	0.002688172	0	1
VOG4984	0.0023521505	0.0060132291	0.2811767832
VOG4985	0.002688172	0.000200441	0.9306099608
VOG4986	0.0023521505	0.0004008819	0.8543853211
VOG4987	0.002688172	0.0016035278	0.6263653484
VOG4988	0.0030241935	0	1
VOG4989	0.0067204301	0	1
VOG4990	0.0023521505	0	1
VOG4991	0.002688172	0	1
VOG4992	0.002016129	0	1
VOG4993	0.0067204301	0	1
VOG4994	0.0030241935	0.0006013229	0.8341414479
VOG4995	0.0036962366	0.0972138705	0.0366290024
VOG4996	0.0043682796	0	1
VOG4997	0.0040322581	0	1
VOG4998	0.0043682796	0	1
VOG4999	0.0023521505	0.0378833434	0.0584595915
VOG5000	0.0050403226	0.0006013229	0.8934135597
VOG5001	0.0023521505	0	1
VOG5002	0.002016129	0.0036079375	0.3584824316
VOG5003	0.0057123656	0.0006013229	0.9047588569
VOG5004	0.002016129	0.0014030868	0.5896466139
VOG5005	0.002688172	0.013429545	0.1667836727
VOG5006	0.002688172	0	1
VOG5007	0.0023521505	0.0016035278	0.5946263472
VOG5008	0.0016801075	0	1
VOG5009	0.002688172	0	1
VOG5010	0.002688172	0	1
VOG5011	0.002016129	0	1
VOG5012	0.002016129	0.0020044097	0.5014574329
VOG5013	0.0040322581	0	1
VOG5014	0.002016129	0	1
VOG5015	0.0023521505	0	1
VOG5016	0.0033602151	0.000200441	0.9437067302
VOG5017	0.002016129	0	1
VOG5018	0.001344086	0	1
VOG5019	0.0016801075	0	1
VOG5020	0.0168010753	0	1
VOG5021	0.0023521505	0	1
VOG5022	0.0036962366	0	1
VOG5023	0.0157930108	0.0004008819	0.9752448687
VOG5024	0.0389784946	0.0312687913	0.554875453
VOG5025	0.0057123656	0	1
VOG5026	0.0080645161	0.0004008819	0.9526446439
VOG5027	0.0016801075	0	1
VOG5028	0.0016801075	0	1
VOG5029	0.0016801075	0.0010022049	0.6263653484
VOG5030	0.0016801075	0	1
VOG5031	0.0188172043	0.0052114652	0.783114699
VOG5032	0.001344086	0	1
VOG5033	0.0016801075	0	1
VOG5034	0.0016801075	0.0006013229	0.7364272429
VOG5035	0.0016801075	0	1
VOG5036	0.0016801075	0.000200441	0.8934135597
VOG5037	0.001344086	0	1
VOG5038	0.0016801075	0.0004008819	0.8073599379
VOG5039	0.0023521505	0.0012026458	0.6616836242
VOG5040	0.0030241935	0	1
VOG5041	0.0043682796	0	1
VOG5042	0.002016129	0.0014030868	0.5896466139
VOG5043	0.0016801075	0	1
VOG5044	0.0016801075	0	1
VOG5045	0.0036962366	0	1
VOG5046	0.0033602151	0.0010022049	0.7702640111
VOG5047	0.001344086	0	1
VOG5048	0.0141129032	0	1
VOG5049	0.0050403226	0	1
VOG5050	0.0016801075	0	1
VOG5051	0.001344086	0	1
VOG5052	0.002016129	0.0541190619	0.0359155994
VOG5053	0.0016801075	0.0004008819	0.8073599379
VOG5054	0.0016801075	0.0014030868	0.544924307
VOG5055	0.0016801075	0.0006013229	0.7364272429
VOG5056	0.0016801075	0	1
VOG5057	0.0016801075	0	1
VOG5058	0.0016801075	0	1
VOG5059	0.001344086	0	1
VOG5060	0.0016801075	0.000200441	0.8934135597
VOG5061	0.002016129	0	1
VOG5062	0.001344086	0	1
VOG5063	0.001344086	0.000200441	0.8702250131
VOG5064	0.001344086	0	1
VOG5065	0.001344086	0	1
VOG5066	0.001344086	0	1
VOG5067	0.0016801075	0	1
VOG5068	0.0201612903	0.0074163159	0.7310747047
VOG5069	0.0036962366	0	1
VOG5070	0.001344086	0.000200441	0.8702250131
VOG5071	0.0016801075	0	1
VOG5072	0.0016801075	0.000200441	0.8934135597
VOG5073	0.001344086	0.0114251353	0.1052598266
VOG5074	0.001344086	0	1
VOG5075	0.0030241935	0	1
VOG5076	0.0010080645	0.0004008819	0.715473971
VOG5077	0.0023521505	0.0004008819	0.8543853211
VOG5078	0.001344086	0.0004008819	0.7702640111
VOG5079	0.0043682796	0	1
VOG5080	0.0030241935	0.0006013229	0.8341414479
VOG5081	0.001344086	0.000200441	0.8702250131
VOG5082	0.0016801075	0	1
VOG5083	0.0010080645	0.0006013229	0.6263653484
VOG5084	0.0010080645	0.0012026458	0.4559912257
VOG5085	0.001344086	0.0006013229	0.6909015372
VOG5086	0.0060483871	0	1
VOG5087	0.0010080645	0.000200441	0.8341414479
VOG5088	0.0010080645	0.1779915815	0.0056316565
VOG5089	0.0010080645	0.0008017639	0.5569945294
VOG5090	0.0010080645	0.0006013229	0.6263653484
VOG5091	0.002016129	0.0032070555	0.3859961315
VOG5092	0.000672043	0.0058127881	0.1036330778
VOG5093	0.0010080645	0.0004008819	0.715473971
VOG5094	0.0010080645	0	1
VOG5095	0.0010080645	0.0018039687	0.3584824316
VOG5096	0.0010080645	0.0018039687	0.3584824316
VOG5097	0.0010080645	0	1
VOG5098	0.0023521505	0.0020044097	0.5399100227
VOG5099	0.0010080645	0.0004008819	0.715473971
VOG5100	0.0010080645	0	1
VOG5101	0.001344086	0	1
VOG5102	0.0010080645	0.000200441	0.8341414479
VOG5103	0.0010080645	0.0010022049	0.5014574329
VOG5104	0.0016801075	0	1
VOG5105	0.0010080645	0	1
VOG5106	0.0110887097	0.0020044097	0.8469112178
VOG5107	0.0016801075	0	1
VOG5108	0.0016801075	0	1
VOG5109	0.0016801075	0	1
VOG5110	0.0016801075	0	1
VOG5111	0.001344086	0	1
VOG5112	0.0016801075	0	1
VOG5113	0.0016801075	0	1
VOG5114	0.0016801075	0	1
VOG5115	0.0016801075	0	1
VOG5116	0.002688172	0.0004008819	0.8702250131
VOG5117	0.002688172	0	1
VOG5118	0.0010080645	0.0006013229	0.6263653484
VOG5119	0.0010080645	0	1
VOG5120	0.0010080645	0	1
VOG5121	0.0016801075	0	1
VOG5122	0.0030241935	0	1
VOG5123	0.0057123656	0	1
VOG5124	0.0302419355	0	1
VOG5125	0.0221774194	0.0028061736	0.8876793426
VOG5126	0.0221774194	0.0004008819	0.9822448139
VOG5127	0.0107526882	0	1
VOG5128	0.0201612903	0	1
VOG5129	0.0272177419	0	1
VOG5130	0.0147849462	0	1
VOG5131	0.0161290323	0.000200441	0.9877252029
VOG5132	0.0164650538	0	1
VOG5133	0.0151209677	0	1
VOG5134	0.0144489247	0	1
VOG5135	0.0154569892	0	1
VOG5136	0.0147849462	0	1
VOG5137	0.0144489247	0	1
VOG5138	0.0141129032	0.0008017639	0.9462432601
VOG5139	0.0094086022	0.0012026458	0.8866631122
VOG5140	0.0120967742	0	1
VOG5141	0.0134408602	0	1
VOG5142	0.0114247312	0	1
VOG5143	0.0137768817	0	1
VOG5144	0.0137768817	0	1
VOG5145	0.0137768817	0	1
VOG5146	0.0137768817	0	1
VOG5147	0.0144489247	0.0022048507	0.8676065566
VOG5148	0.0151209677	0.2369212267	0.059993795
VOG5149	0.0134408602	0.000200441	0.9853063159
VOG5150	0.0134408602	0	1
VOG5151	0.0134408602	0	1
VOG5152	0.0131048387	0	1
VOG5153	0.0131048387	0	1
VOG5154	0.0131048387	0	1
VOG5155	0.0141129032	0	1
VOG5156	0.0137768817	0.3631990379	0.0365457872
VOG5157	0.0127688172	0	1
VOG5158	0.0124327957	0.0028061736	0.815855421
VOG5159	0.0147849462	0	1
VOG5160	0.0104166667	0	1
VOG5161	0.0114247312	0	1
VOG5162	0.0120967742	0.05371818	0.1837997814
VOG5163	0.0120967742	0.000200441	0.9837002958
VOG5164	0.0120967742	0	1
VOG5165	0.0120967742	0	1
VOG5166	0.0120967742	0	1
VOG5167	0.0110887097	0	1
VOG5168	0.0127688172	0.000200441	0.9845449163
VOG5169	0.0117607527	0	1
VOG5170	0.0023521505	0.0020044097	0.5399100227
VOG5171	0.0124327957	0	1
VOG5172	0.0104166667	0	1
VOG5173	0.0084005376	0	1
VOG5174	0.0208333333	0	1
VOG5175	0.0107526882	0	1
VOG5176	0.0117607527	0.0004008819	0.9670371663
VOG5177	0.0117607527	0	1
VOG5178	0.0120967742	0	1
VOG5179	0.0104166667	0	1
VOG5180	0.0134408602	0.000200441	0.9853063159
VOG5181	0.0110887097	0	1
VOG5182	0.0110887097	0	1
VOG5183	0.0110887097	0	1
VOG5184	0.0110887097	0	1
VOG5185	0.0110887097	0	1
VOG5186	0.0110887097	0	1
VOG5187	0.0110887097	0	1
VOG5188	0.0110887097	0	1
VOG5189	0.0110887097	0	1
VOG5190	0.0110887097	0	1
VOG5191	0.0110887097	0	1
VOG5192	0.0110887097	0	1
VOG5193	0.0110887097	0	1
VOG5194	0.0110887097	0	1
VOG5195	0.0110887097	0	1
VOG5196	0.0104166667	0	1
VOG5197	0.0110887097	0	1
VOG5198	0.0110887097	0	1
VOG5199	0.0110887097	0.000200441	0.9822448139
VOG5200	0.0110887097	0.0004008819	0.9651091219
VOG5201	0.0110887097	0	1
VOG5202	0.0110887097	0	1
VOG5203	0.0073924731	0	1
VOG5204	0.0110887097	0	1
VOG5205	0.0110887097	0	1
VOG5206	0.0097446237	0	1
VOG5207	0.0110887097	0.000200441	0.9822448139
VOG5208	0.0107526882	0	1
VOG5209	0.0107526882	0	1
VOG5210	0.0107526882	0	1
VOG5211	0.0107526882	0.0026057326	0.8049370765
VOG5212	0.0107526882	0	1
VOG5213	0.0104166667	0.0932050511	0.1005259022
VOG5214	0.0107526882	0.0020044097	0.8428788647
VOG5215	0.0047043011	0	1
VOG5216	0.0104166667	0.0212467428	0.3289812067
VOG5217	0.0100806452	0	1
VOG5218	0.0107526882	0	1
VOG5219	0.0094086022	0.0008017639	0.9214755007
VOG5220	0.0097446237	0.0008017639	0.9239773925
VOG5221	0.0107526882	0.0090198437	0.5438194899
VOG5222	0.0100806452	0.0004008819	0.9617534796
VOG5223	0.0094086022	0	1
VOG5224	0.0097446237	0	1
VOG5225	0.0084005376	0	1
VOG5226	0.0097446237	0	1
VOG5227	0.0100806452	0.1204650231	0.0772193003
VOG5228	0.0094086022	0	1
VOG5229	0.0087365591	0	1
VOG5230	0.0094086022	0	1
VOG5231	0.0164650538	0.0128282221	0.56207622
VOG5232	0.0094086022	0	1
VOG5233	0.0137768817	0	1
VOG5234	0.0100806452	0	1
VOG5235	0.0134408602	0.9468831429	0.0139961723
VOG5236	0.0100806452	0	1
VOG5237	0.0090725806	0	1
VOG5238	0.0094086022	0	1
VOG5239	0.0090725806	0.0146321908	0.3827322553
VOG5240	0.0090725806	0	1
VOG5241	0.0090725806	0	1
VOG5242	0.0097446237	0.073561836	0.1169732058
VOG5243	0.0097446237	0	1
VOG5244	0.0094086022	0.000200441	0.9791403819
VOG5245	0.0087365591	0.0058127881	0.600477738
VOG5246	0.0050403226	0.000200441	0.9617534796
VOG5247	0.0097446237	0.0062136701	0.610630674
VOG5248	0.0090725806	0	1
VOG5249	0.0067204301	0	1
VOG5250	0.0087365591	0	1
VOG5251	0.0084005376	0.0012026458	0.8747659225
VOG5252	0.0057123656	0	1
VOG5253	0.0084005376	0.000200441	0.9766955623
VOG5254	0.0080645161	0.0008017639	0.9095715588
VOG5255	0.0084005376	0	1
VOG5256	0.0077284946	0	1
VOG5257	0.0084005376	0	1
VOG5258	0.0084005376	0.000200441	0.9766955623
VOG5259	0.0141129032	0	1
VOG5260	0.0073924731	0.0030066146	0.7108770839
VOG5261	0.0084005376	0	1
VOG5262	0.0043682796	0	1
VOG5263	0.0080645161	0.0004008819	0.9526446439
VOG5264	0.0073924731	0	1
VOG5265	0.0063844086	0	1
VOG5266	0.0080645161	0	1
VOG5267	0.0080645161	0	1
VOG5268	0.0080645161	0.0006013229	0.9306099608
VOG5269	0.0080645161	0.0004008819	0.9526446439
VOG5270	0.0087365591	0	1
VOG5271	0.0080645161	0.0006013229	0.9306099608
VOG5272	0.0077284946	0	1
VOG5273	0.0080645161	0	1
VOG5274	0.0090725806	0	1
VOG5275	0.0073924731	0	1
VOG5276	0.0077284946	0	1
VOG5277	0.0080645161	0.0126277811	0.3897351769
VOG5278	0.0073924731	0	1
VOG5279	0.0087365591	0.0042092604	0.6748556267
VOG5280	0.0077284946	0.0036079375	0.6817395954
VOG5281	0.0070564516	0	1
VOG5282	0.0080645161	0.0046101423	0.6362708838
VOG5283	0.0094086022	0.0014030868	0.8702250131
VOG5284	0.0070564516	0.013429545	0.3444524446
VOG5285	0.0073924731	0.0012026458	0.8600780479
VOG5286	0.0050403226	0	1
VOG5287	0.0077284946	0	1
VOG5288	0.0057123656	0	1
VOG5289	0.0080645161	0	1
VOG5290	0.0070564516	0	1
VOG5291	0.0070564516	0.000200441	0.9723792287
VOG5292	0.0073924731	0.0368811385	0.1669724436
VOG5293	0.0073924731	0	1
VOG5294	0.0094086022	0	1
VOG5295	0.0070564516	0.0008017639	0.897971253
VOG5296	0.0070564516	0.0052114652	0.5751955859
VOG5297	0.0067204301	0.0054119062	0.5539271201
VOG5298	0.0070564516	0	1
VOG5299	0.0070564516	0	1
VOG5300	0.0084005376	0.0008017639	0.9128735481
VOG5301	0.0087365591	0.0004008819	0.9561275485
VOG5302	0.0124327957	0.147925436	0.0775313844
VOG5303	0.0134408602	0	1
VOG5304	0.0073924731	0.0098216075	0.429443388
VOG5305	0.0080645161	0.0014030868	0.8518012634
VOG5306	0.0097446237	0	1
VOG5307	0.0067204301	0	1
VOG5308	0.0057123656	0	1
VOG5309	0.0073924731	0	1
VOG5310	0.0077284946	0	1
VOG5311	0.0070564516	0	1
VOG5312	0.0070564516	0	1
VOG5313	0.0067204301	0	1
VOG5314	0.0063844086	0	1
VOG5315	0.0067204301	0.0014030868	0.8272808676
VOG5316	0.0070564516	0	1
VOG5317	0.0067204301	0.0038083784	0.638289706
VOG5318	0.0063844086	0	1
VOG5319	0.0067204301	0.000200441	0.9710381876
VOG5320	0.0067204301	0.000200441	0.9710381876
VOG5321	0.0030241935	0.0018039687	0.6263653484
VOG5322	0.0033602151	0.000200441	0.9437067302
VOG5323	0.0073924731	0	1
VOG5324	0.0067204301	0.0008017639	0.8934135597
VOG5325	0.0067204301	0	1
VOG5326	0.0067204301	0	1
VOG5327	0.0067204301	0.0006013229	0.9178717298
VOG5328	0.0080645161	0.0004008819	0.9526446439
VOG5329	0.0080645161	0	1
VOG5330	0.0067204301	0	1
VOG5331	0.0063844086	0	1
VOG5332	0.0063844086	0.000200441	0.9695602811
VOG5333	0.0063844086	0.0280617358	0.1853446506
VOG5334	0.0057123656	0	1
VOG5335	0.0265456989	0.0006013229	0.9778493967
VOG5336	0.0033602151	0	1
VOG5337	0.0077284946	0	1
VOG5338	0.0063844086	0	1
VOG5339	0.0094086022	0	1
VOG5340	0.0067204301	0.0018039687	0.7883758415
VOG5341	0.0090725806	0	1
VOG5342	0.0063844086	0	1
VOG5343	0.0110887097	0.0034074965	0.7649387397
VOG5344	0.0067204301	0	1
VOG5345	0.0063844086	0	1
VOG5346	0.0063844086	0	1
VOG5347	0.0063844086	0	1
VOG5348	0.0063844086	0	1
VOG5349	0.0060483871	0	1
VOG5350	0.0063844086	0	1
VOG5351	0.0077284946	0	1
VOG5352	0.0063844086	0	1
VOG5353	0.0060483871	0.0114251353	0.3461458406
VOG5354	0.0067204301	0.0004008819	0.9437067302
VOG5355	0.0087365591	0	1
VOG5356	0.0063844086	0	1
VOG5357	0.0057123656	0	1
VOG5358	0.0084005376	0.0004008819	0.9544525816
VOG5359	0.0060483871	0	1
VOG5360	0.0067204301	0	1
VOG5361	0.0047043011	0.000200441	0.959133229
VOG5362	0.0036962366	0	1
VOG5363	0.0057123656	0.0014030868	0.802811302
VOG5364	0.0053763441	0	1
VOG5365	0.0060483871	0	1
VOG5366	0.0053763441	0	1
VOG5367	0.0053763441	0	1
VOG5368	0.0060483871	0	1
VOG5369	0.0053763441	0.000200441	0.964057971
VOG5370	0.0060483871	0	1
VOG5371	0.0053763441	0	1
VOG5372	0.0073924731	0	1
VOG5373	0.0033602151	0.0030066146	0.5277689622
VOG5374	0.0057123656	0.0004008819	0.9344240621
VOG5375	0.0063844086	0.0012026458	0.8414871235
VOG5376	0.0060483871	0	1
VOG5377	0.0040322581	0	1
VOG5378	0.0060483871	0	1
VOG5379	0.0144489247	0	1
VOG5380	0.0110887097	0	1
VOG5381	0.0073924731	0	1
VOG5382	0.0053763441	0	1
VOG5383	0.0053763441	0	1
VOG5384	0.002688172	0	1
VOG5385	0.0057123656	0	1
VOG5386	0.0057123656	0	1
VOG5387	0.0057123656	0	1
VOG5388	0.0053763441	0	1
VOG5389	0.0060483871	0	1
VOG5390	0.0087365591	0	1
VOG5391	0.0033602151	0	1
VOG5392	0.0057123656	0	1
VOG5393	0.0057123656	0	1
VOG5394	0.0057123656	0	1
VOG5395	0.0047043011	0	1
VOG5396	0.0053763441	0	1
VOG5397	0.0057123656	0.000200441	0.9661005365
VOG5398	0.0057123656	0	1
VOG5399	0.0057123656	0	1
VOG5400	0.0057123656	0	1
VOG5401	0.0057123656	0	1
VOG5402	0.0060483871	0	1
VOG5403	0.0053763441	0	1
VOG5404	0.0057123656	0	1
VOG5405	0.0057123656	0	1
VOG5406	0.0057123656	0	1
VOG5407	0.0053763441	0.0006013229	0.8994050838
VOG5408	0.0053763441	0.000200441	0.964057971
VOG5409	0.0067204301	0	1
VOG5410	0.0047043011	0.000200441	0.959133229
VOG5411	0.0057123656	0.000200441	0.9661005365
VOG5412	0.0097446237	0.0098216075	0.4980327361
VOG5413	0.0053763441	0.0030066146	0.6413420748
VOG5414	0.0067204301	0	1
VOG5415	0.0047043011	0	1
VOG5416	0.0023521505	0	1
VOG5417	0.0070564516	0.0048105833	0.5946263472
VOG5418	0.0490591398	0.0891962317	0.354844367
VOG5419	0.0077284946	0	1
VOG5420	0.0073924731	0	1
VOG5421	0.0050403226	0.0008017639	0.8627606959
VOG5422	0.0100806452	0	1
VOG5423	0.0050403226	0	1
VOG5424	0.0053763441	0	1
VOG5425	0.0053763441	0	1
VOG5426	0.0053763441	0	1
VOG5427	0.0053763441	0	1
VOG5428	0.0047043011	0	1
VOG5429	0.0050403226	0	1
VOG5430	0.0097446237	0.0004008819	0.9604867459
VOG5431	0.0094086022	0	1
VOG5432	0.0053763441	0	1
VOG5433	0.0053763441	0	1
VOG5434	0.0147849462	0.0028061736	0.8404778314
VOG5435	0.0057123656	0	1
VOG5436	0.0050403226	0	1
VOG5437	0.0050403226	0.0004008819	0.92632478
VOG5438	0.0057123656	0.0004008819	0.9344240621
VOG5439	0.0050403226	0	1
VOG5440	0.0080645161	0	1
VOG5441	0.0047043011	0	1
VOG5442	0.0036962366	0	1
VOG5443	0.0070564516	0.0258568851	0.2143949021
VOG5444	0.0050403226	0.0052114652	0.4916530343
VOG5445	0.0050403226	0.0046101423	0.5222880593
VOG5446	0.0047043011	0	1
VOG5447	0.0043682796	0.0086189617	0.3363516142
VOG5448	0.0057123656	0.0426939266	0.1180087408
VOG5449	0.002688172	0	1
VOG5450	0.0070564516	0.0166366005	0.2978278853
VOG5451	0.0131048387	0	1
VOG5452	0.0050403226	0	1
VOG5453	0.002016129	0	1
VOG5454	0.0080645161	0.0016035278	0.8341414479
VOG5455	0.0077284946	0	1
VOG5456	0.0084005376	0	1
VOG5457	0.0057123656	0	1
VOG5458	0.0016801075	0	1
VOG5459	0.0047043011	0	1
VOG5460	0.0050403226	0.0012026458	0.8073599379
VOG5461	0.0050403226	0.0170374825	0.2282981742
VOG5462	0.0050403226	0	1
VOG5463	0.0047043011	0.0008017639	0.8543853211
VOG5464	0.0080645161	0	1
VOG5465	0.0050403226	0.0006013229	0.8934135597
VOG5466	0.0050403226	0	1
VOG5467	0.000672043	0	1
VOG5468	0.0050403226	0	1
VOG5469	0.0050403226	0	1
VOG5470	0.0050403226	0	1
VOG5471	0.0050403226	0	1
VOG5472	0.0036962366	0	1
VOG5473	0.0050403226	0	1
VOG5474	0.0050403226	0	1
VOG5475	0.0050403226	0	1
VOG5476	0.0050403226	0.0004008819	0.92632478
VOG5477	0.0047043011	0	1
VOG5478	0.0050403226	0	1
VOG5479	0.0067204301	0	1
VOG5480	0.0047043011	0.0074163159	0.3881238956
VOG5481	0.0063844086	0.7292042493	0.008679319
VOG5482	0.0050403226	0	1
VOG5483	0.0050403226	0	1
VOG5484	0.0050403226	0	1
VOG5485	0.0047043011	0.000200441	0.959133229
VOG5486	0.0047043011	0.0629384646	0.0695462556
VOG5487	0.0043682796	0	1
VOG5488	0.0043682796	0.000200441	0.9561275485
VOG5489	0.0241935484	0.0042092604	0.8518012634
VOG5490	0.0030241935	0	1
VOG5491	0.0063844086	0.0030066146	0.6798416421
VOG5492	0.0087365591	0.0004008819	0.9561275485
VOG5493	0.0040322581	0.000200441	0.9526446439
VOG5494	0.0053763441	0	1
VOG5495	0.0050403226	0.0008017639	0.8627606959
VOG5496	0.0057123656	0	1
VOG5497	0.0043682796	0	1
VOG5498	0.0080645161	0.0004008819	0.9526446439
VOG5499	0.0043682796	0	1
VOG5500	0.0050403226	0	1
VOG5501	0.0043682796	0	1
VOG5502	0.0053763441	0	1
VOG5503	0.0050403226	0	1
VOG5504	0.0040322581	0	1
VOG5505	0.0100806452	0	1
VOG5506	0.0050403226	0.0052114652	0.4916530343
VOG5507	0.0060483871	0	1
VOG5508	0.0040322581	0	1
VOG5509	0.0047043011	0	1
VOG5510	0.0050403226	0	1
VOG5511	0.0134408602	0.0038083784	0.779214694
VOG5512	0.0077284946	0	1
VOG5513	0.0050403226	0	1
VOG5514	0.0040322581	0	1
VOG5515	0.0184811828	0	1
VOG5516	0.0047043011	0	1
VOG5517	0.0047043011	0	1
VOG5518	0.0047043011	0	1
VOG5519	0.0053763441	0	1
VOG5520	0.0030241935	0	1
VOG5521	0.0047043011	0	1
VOG5522	0.0047043011	0	1
VOG5523	0.0047043011	0	1
VOG5524	0.0047043011	0	1
VOG5525	0.0047043011	0	1
VOG5526	0.0053763441	0	1
VOG5527	0.0047043011	0	1
VOG5528	0.0043682796	0	1
VOG5529	0.0040322581	0.0050110243	0.4458843507
VOG5530	0.0043682796	0	1
VOG5531	0.0060483871	0.000200441	0.9679234301
VOG5532	0.0047043011	0.2976548406	0.0155586534
VOG5533	0.0043682796	0.047103628	0.0848672563
VOG5534	0.0090725806	0.0024052916	0.7904409823
VOG5535	0.0063844086	0	1
VOG5536	0.0047043011	0	1
VOG5537	0.0043682796	0	1
VOG5538	0.0040322581	0	1
VOG5539	0.000672043	0.0020044097	0.2510946701
VOG5540	0.0030241935	0	1
VOG5541	0.0043682796	0.0012026458	0.7841209967
VOG5542	0.0040322581	0.0008017639	0.8341414479
VOG5543	0.0043682796	0.0006013229	0.8789997967
VOG5544	0.0043682796	0.0008017639	0.8449212491
VOG5545	0.0047043011	0	1
VOG5546	0.0030241935	0	1
VOG5547	0.0070564516	0	1
VOG5548	0.0063844086	0	1
VOG5549	0.0043682796	0	1
VOG5550	0.0050403226	0.000200441	0.9617534796
VOG5551	0.0043682796	0.000200441	0.9561275485
VOG5552	0.0043682796	0.0290639407	0.1306607679
VOG5553	0.0047043011	0.0004008819	0.9214755007
VOG5554	0.0043682796	0.0004008819	0.9159428886
VOG5555	0.0047043011	0	1
VOG5556	0.0067204301	0	1
VOG5557	0.0047043011	0	1
VOG5558	0.0040322581	0	1
VOG5559	0.0053763441	0	1
VOG5560	0.0057123656	0	1
VOG5561	0.0063844086	0	1
VOG5562	0.0043682796	0.0040088194	0.5214549314
VOG5563	0.0043682796	0	1
VOG5564	0.0043682796	0	1
VOG5565	0.0043682796	0	1
VOG5566	0.0057123656	0	1
VOG5567	0.0144489247	0	1
VOG5568	0.0043682796	0.0008017639	0.8449212491
VOG5569	0.0047043011	0	1
VOG5570	0.0047043011	0	1
VOG5571	0.0030241935	0	1
VOG5572	0.0043682796	0	1
VOG5573	0.0043682796	0	1
VOG5574	0.0043682796	0	1
VOG5575	0.0043682796	0	1
VOG5576	0.0043682796	0	1
VOG5577	0.0040322581	0.000200441	0.9526446439
VOG5578	0.0043682796	0.0004008819	0.9159428886
VOG5579	0.0040322581	0.0006013229	0.8702250131
VOG5580	0.0036962366	0	1
VOG5581	0.0043682796	0	1
VOG5582	0.0043682796	0	1
VOG5583	0.0043682796	0	1
VOG5584	0.0043682796	0	1
VOG5585	0.0043682796	0.0006013229	0.8789997967
VOG5586	0.0043682796	0.0006013229	0.8789997967
VOG5587	0.0043682796	0.0014030868	0.756888282
VOG5588	0.0043682796	0	1
VOG5589	0.0043682796	0.0018039687	0.7077290732
VOG5590	0.0016801075	0	1
VOG5591	0.0043682796	0.0080176388	0.3526811204
VOG5592	0.0047043011	0	1
VOG5593	0.0060483871	0	1
VOG5594	0.0043682796	0	1
VOG5595	0.0047043011	0	1
VOG5596	0.0040322581	0	1
VOG5597	0.0040322581	0.0008017639	0.8341414479
VOG5598	0.0036962366	0	1
VOG5599	0.0043682796	0	1
VOG5600	0.0043682796	0	1
VOG5601	0.0010080645	0	1
VOG5602	0.0047043011	0	1
VOG5603	0.0194892473	0	1
VOG5604	0.0043682796	0.0016035278	0.7314836745
VOG5605	0.0040322581	0	1
VOG5606	0.0043682796	0	1
VOG5607	0.0040322581	0.0114251353	0.2608627451
VOG5608	0.0040322581	0	1
VOG5609	0.0040322581	0	1
VOG5610	0.0040322581	0	1
VOG5611	0.0040322581	0	1
VOG5612	0.0057123656	0.0016035278	0.7808158643
VOG5613	0.0033602151	0	1
VOG5614	0.0073924731	0.1377029465	0.0509490454
VOG5615	0.0047043011	0	1
VOG5616	0.0047043011	0.0024052916	0.6616836242
VOG5617	0.0050403226	0.1828021648	0.0268327078
VOG5618	0.0040322581	0	1
VOG5619	0.0033602151	0	1
VOG5620	0.0040322581	0.0116255763	0.2575233572
VOG5621	0.0043682796	0	1
VOG5622	0.0040322581	0.0014030868	0.7418587361
VOG5623	0.0040322581	0	1
VOG5624	0.0043682796	0	1
VOG5625	0.0053763441	0	1
VOG5626	0.0040322581	0	1
VOG5627	0.0040322581	0.5253557827	0.0076168288
VOG5628	0.0043682796	0.0479053919	0.083565578
VOG5629	0.0043682796	0	1
VOG5630	0.0057123656	0	1
VOG5631	0.0047043011	0	1
VOG5632	0.0047043011	0	1
VOG5633	0.0043682796	0	1
VOG5634	0.0097446237	0.000200441	0.9798451817
VOG5635	0.0104166667	0	1
VOG5636	0.0030241935	0	1
VOG5637	0.0033602151	0	1
VOG5638	0.0040322581	0	1
VOG5639	0.0040322581	0	1
VOG5640	0.0073924731	0	1
VOG5641	0.0040322581	0	1
VOG5642	0.0043682796	0	1
